dataset,method,repeat,n,auc,f1,brier,ece,log_loss,calibration_intercept,calibration_slope
pidd,BRL,6,768,0.7467350746268656,0.6262975778546713,0.1861839460700784,0.04503225698940004,0.5527223975911699,-0.12446070470953101,1.0171964187850562
pidd,BRL,7,768,0.7636343283582089,0.6280193236714976,0.18227511314251035,0.036068909792030465,0.5427792434113622,0.04950364625486948,1.0178443689704857
pidd,BRL,8,768,0.7641753731343283,0.6101141924959217,0.1840483855559747,0.06173795243210838,0.5493958037263664,0.07976004618739935,1.11101249959918
pidd,BRL,9,768,0.7647201492537313,0.6096654275092936,0.1831464333823495,0.026386880387589733,0.5459641962400501,-0.12515304496178287,0.9058897745282993
pidd,EBM,0,768,0.8303358208955224,0.6686656671664168,0.15979050857449087,0.04758760466942546,0.48673066296307077,0.08852153145994879,0.9386121842526147
pidd,EBM,1,768,0.8309402985074628,0.6584507042253521,0.15856192604186772,0.049497482336940485,0.49228116253052373,-0.09021619216086417,0.9561504888917132
pidd,EBM,2,768,0.8335746268656716,0.676056338028169,0.15656932178666874,0.045055057069369624,0.47871573656459815,0.006407405399136504,0.961287033548824
pidd,EBM,3,768,0.8326119402985075,0.659217877094972,0.1586091937105573,0.049690634550090436,0.4810099128575031,0.056452070818417896,1.1722020769688384
pidd,EBM,4,768,0.8402611940298507,0.6867088607594937,0.15383770402810462,0.04179150932885031,0.47124573202715975,-0.08017586467878374,0.8426340536976419
pidd,EBM,5,768,0.8320373134328358,0.6710097719869706,0.1586529540347844,0.04029938503589651,0.4804761879025434,-0.024650423052138423,0.817205649625874
pidd,EBM,6,768,0.8393059701492538,0.6978998384491115,0.15542464867977185,0.0427191293994124,0.4764489181696078,-0.003882674637657588,1.1258371040354398
pidd,EBM,7,768,0.8347164179104478,0.700162074554295,0.15547955979805198,0.027564316433424236,0.4756851914633636,0.007183912652562374,0.9404509553163146
pidd,EBM,8,768,0.8410447761194031,0.6342342342342342,0.15503623567320346,0.03423495643159273,0.4827650744372954,-0.03864128832781075,0.8430397816381634
pidd,EBM,9,768,0.824589552238806,0.6677631578947368,0.1623883120677623,0.03515610869091135,0.4931217735530519,-0.012950099554375403,0.864474093572404
pidd,EBRO-MH,0,768,0.7267388059701493,0.5763358778625954,0.19424827268668135,0.05729960668533431,0.5715022175280376,0.0008866571783673039,0.9379380314897328
pidd,EBRO-MH,1,768,0.7684850746268657,0.6049149338374291,0.18074216239107513,0.03503672281347141,0.5425420068687319,-0.05856032050400417,1.0138080594970065
pidd,EBRO-MH,2,768,0.7787126865671641,0.6086956521739131,0.18022688639506568,0.06790502605737919,0.5356327614356392,0.05557793506312692,1.104638079954358
pidd,EBRO-MH,3,768,0.7279291044776119,0.6095551894563427,0.19033740852341086,0.037184051771476566,0.5631025635931312,-0.0785698630506612,0.9813127483154889
pidd,EBRO-MH,4,768,0.7736455223880597,0.5958188153310104,0.17939342410519912,0.03222520406737759,0.5346413383345224,0.0275822764940699,1.0271744747853113
pidd,EBRO-MH,5,768,0.7291753731343283,0.5686653771760155,0.1907328467120071,0.048256891543017114,0.5659247090456111,-0.024755964060355205,0.908746534994589
pidd,EBRO-MH,6,768,0.7734514925373135,0.6151260504201681,0.1799119517709238,0.06583280089488369,0.5367604033375446,-0.06659946767016835,1.0678700559550605
pidd,EBRO-MH,7,768,0.7614253731343285,0.5740072202166066,0.18343507313941035,0.04097972544176133,0.5446381739721545,-0.00478147423029532,0.954687569491811
pidd,EBRO-MH,8,768,0.7534738805970149,0.5853658536585366,0.18426681060116312,0.02634800536755335,0.5486255688852467,0.08891556555023793,1.061242686489797
pidd,EBRO-MH,9,768,0.7718470149253732,0.6023622047244095,0.1816107341821532,0.035644188252005465,0.5461819146977765,-0.08376891036334844,0.790484588394992
